snapped_at,price,5ma
2016-10-26 00:00:00 UTC,673.4175,655.30628
2016-10-27 00:00:00 UTC,683.3725,661.56328
2016-10-28 00:00:00 UTC,687.5588,669.14978
2016-10-29 00:00:00 UTC,715.410324323216,682.478584864643
2016-10-30 00:00:00 UTC,697.277362456058,691.407297355855
2016-10-31 00:00:00 UTC,698.5763,696.439057355855
2016-11-01 00:00:00 UTC,729.205,705.605557355855
2016-11-02 00:00:00 UTC,734.1638,714.926557355855
2016-11-03 00:00:00 UTC,686.0613,709.056752491212
2016-11-04 00:00:00 UTC,702.11,710.02328
2016-11-05 00:00:00 UTC,704.0225,711.11252
2016-11-06 00:00:00 UTC,712.1263,707.69678
2016-11-07 00:00:00 UTC,706.0925,702.08252
2016-11-08 00:00:00 UTC,708.94,706.65826
2016-11-09 00:00:00 UTC,721.1775,710.47176
2016-11-10 00:00:00 UTC,713.214143335344,712.310088667069
2016-11-11 00:00:00 UTC,715.6425,713.013328667069
2016-11-12 00:00:00 UTC,703.76,712.546828667069
2016-11-13 00:00:00 UTC,702.346316980862,711.228092063241
2016-11-14 00:00:00 UTC,705.55,708.102592063241
2016-11-15 00:00:00 UTC,712.158899800779,707.891543356328
2016-11-16 00:00:00 UTC,740.899354867917,712.942914329912
2016-11-17 00:00:00 UTC,738.48,719.886914329912
2016-11-18 00:00:00 UTC,748.4263,729.102910933739
2016-11-19 00:00:00 UTC,750.410048074912,738.074920548722
2016-11-20 00:00:00 UTC,728.3713,741.317400588566
2016-11-21 00:00:00 UTC,736.505,740.438529614982
2016-11-22 00:00:00 UTC,748.1225,742.367029614982
2016-11-23 00:00:00 UTC,741.166246517874,740.915018918557
2016-11-24 00:00:00 UTC,736.748693723068,738.182748048188
2016-11-25 00:00:00 UTC,738.203943207301,740.149276689648
2016-11-26 00:00:00 UTC,732.7338,739.395036689649
2016-11-27 00:00:00 UTC,727.7575,735.322036689648
2016-11-28 00:00:00 UTC,731.842461358349,733.457279657743
2016-11-29 00:00:00 UTC,731.81,732.46954091313
2016-11-30 00:00:00 UTC,742.3588,733.30051227167
2016-12-01 00:00:00 UTC,753.055,737.36475227167
2016-12-02 00:00:00 UTC,771.1713,746.04751227167
2016-12-03 00:00:00 UTC,764.833823323915,752.645784664783
2016-12-04 00:00:00 UTC,766.3688,759.557544664783
2016-12-05 00:00:00 UTC,752.24,761.533784664783
2016-12-06 00:00:00 UTC,758.6925,762.661284664783
2016-12-07 00:00:00 UTC,763.915,761.210024664783
2016-12-08 00:00:00 UTC,768.675,761.97826
2016-12-09 00:00:00 UTC,769.8413,762.67276
2016-12-10 00:00:00 UTC,773.126293384524,766.850018676905
2016-12-11 00:00:00 UTC,768.2325,768.758018676905
2016-12-12 00:00:00 UTC,778.432301222575,771.66147892142
2016-12-13 00:00:00 UTC,778.215,773.56947892142
2016-12-14 00:00:00 UTC,775.8913,774.77947892142
2016-12-15 00:00:00 UTC,775.5725,775.268720244515
2016-12-16 00:00:00 UTC,781.3375,777.889720244515
2016-12-17 00:00:00 UTC,788.8775,779.97876
2016-12-18 00:00:00 UTC,788.4413,782.02402
2016-12-19 00:00:00 UTC,790.1163,784.86902
2016-12-20 00:00:00 UTC,799.7213,789.69878
2016-12-21 00:00:00 UTC,826.620767903186,798.755433580637
2016-12-22 00:00:00 UTC,859.3663,812.853193580637
2016-12-23 00:00:00 UTC,917.0988,838.584693580637
2016-12-24 00:00:00 UTC,891.6813,858.897693580637
2016-12-25 00:00:00 UTC,894.337133168862,877.82086021441
2016-12-26 00:00:00 UTC,902.6063,893.017966633772
2016-12-27 00:00:00 UTC,929.115,906.967706633772
2016-12-28 00:00:00 UTC,977.14,918.975946633772
2016-12-29 00:00:00 UTC,971.7213,934.983946633772
2016-12-30 00:00:00 UTC,960.925,948.30152
2016-12-31 00:00:00 UTC,966.568970873256,961.094054174651
2017-01-01 00:00:00 UTC,998.05,974.881054174651
2017-01-02 00:00:00 UTC,1019.1988,983.292814174651
2017-01-03 00:00:00 UTC,1035.5313,996.054814174651
2017-01-04 00:00:00 UTC,1130.84951632073,1030.0397174388
2017-01-05 00:00:00 UTC,990.6675,1034.85942326415
2017-01-06 00:00:00 UTC,894.0325,1014.05592326415
2017-01-07 00:00:00 UTC,900.0788,990.231923264145
2017-01-08 00:00:00 UTC,908.085,964.742663264145
2017-01-09 00:00:00 UTC,901.878888039064,918.948537607813
2017-01-10 00:00:00 UTC,905.759462698434,901.9669301475
2017-01-11 00:00:00 UTC,784.2775,880.0159301475
2017-01-12 00:00:00 UTC,799.4275,859.8856701475
2017-01-13 00:00:00 UTC,824.4988,843.1684301475
2017-01-14 00:00:00 UTC,817.825,826.357652539687
2017-01-15 00:00:00 UTC,821.9125,809.58826
2017-01-16 00:00:00 UTC,828.31,818.39476
2017-01-17 00:00:00 UTC,904.1525,839.33976
2017-01-18 00:00:00 UTC,873.935,849.227
2017-01-19 00:00:00 UTC,896.89,865.04
2017-01-20 00:00:00 UTC,891.4588,878.94926
2017-01-21 00:00:00 UTC,919.6775,897.22276
2017-01-22 00:00:00 UTC,918.778812014655,900.148022402931
2017-01-23 00:00:00 UTC,918.9075,909.142522402931
2017-01-24 00:00:00 UTC,885.7888,906.922282402931
2017-01-25 00:00:00 UTC,893.4738,907.325282402931
2017-01-26 00:00:00 UTC,915.36,906.461782402931
2017-01-27 00:00:00 UTC,918.2875,906.36352
2017-01-28 00:00:00 UTC,920.245,906.63102
2017-01-29 00:00:00 UTC,914.1425,912.30176
2017-01-30 00:00:00 UTC,920.991145882262,917.805229176452
2017-01-31 00:00:00 UTC,968.2663,928.386489176452
2017-02-01 00:00:00 UTC,986.572890345435,942.043567245539
2017-02-02 00:00:00 UTC,1008.40331822314,959.675230890168
2017-02-03 00:00:00 UTC,1015.4425,979.935230890168
2017-02-04 00:00:00 UTC,1033.63,1002.46300171372
2017-02-05 00:00:00 UTC,1016.92615859543,1012.1949734328
2017-02-06 00:00:00 UTC,1024.51108860633,1019.78261308498
2017-02-07 00:00:00 UTC,1051.5,1028.40194944035
2017-02-08 00:00:00 UTC,1055.3013,1036.37370944035
2017-02-09 00:00:00 UTC,981.705,1025.98870944035
2017-02-10 00:00:00 UTC,992.1113,1021.02573772127
2017-02-11 00:00:00 UTC,1010.9463,1018.31278
2017-02-12 00:00:00 UTC,1000.52376910311,1008.11753382062
2017-02-13 00:00:00 UTC,996.103935869811,996.278060994585
2017-02-14 00:00:00 UTC,1010.10216185944,1001.95749336647
2017-02-15 00:00:00 UTC,1008.8813,1005.31149336647
2017-02-16 00:00:00 UTC,1034.9038,1010.10299336647
2017-02-17 00:00:00 UTC,1056.55809105298,1021.30985775645
2017-02-18 00:00:00 UTC,1058.58093064866,1033.80525671222
2017-02-19 00:00:00 UTC,1053.5025,1042.48532434033
2017-02-20 00:00:00 UTC,1082.01682349584,1057.1124290395
2017-02-21 00:00:00 UTC,1125.40881483565,1075.21343200663
2017-02-22 00:00:00 UTC,1123.305,1088.56281379603
2017-02-23 00:00:00 UTC,1185.65478468877,1113.97758460405
2017-02-24 00:00:00 UTC,1180.871,1139.45128460405
2017-02-25 00:00:00 UTC,1149.40367816984,1152.92865553885
2017-02-26 00:00:00 UTC,1180.673,1163.98149257172
2017-02-27 00:00:00 UTC,1193.12951503696,1177.94639557911
2017-02-28 00:00:00 UTC,1190.331,1178.88163864136
2017-03-01 00:00:00 UTC,1227.47714896609,1188.20286843458
2017-03-02 00:00:00 UTC,1262.081,1210.73833280061
2017-03-03 00:00:00 UTC,1289.54061161915,1232.51185512444
2017-03-04 00:00:00 UTC,1268.81453201514,1247.64885852008
2017-03-05 00:00:00 UTC,1276.233,1264.82925852008
2017-03-06 00:00:00 UTC,1280.986,1275.53102872686
2017-03-07 00:00:00 UTC,1233.056508408,1269.72613040846
2017-03-08 00:00:00 UTC,1149.631,1241.74420808463
2017-03-09 00:00:00 UTC,1191.2367224851,1226.22864617862
2017-03-10 00:00:00 UTC,1100.01058997121,1190.98416417286
2017-03-11 00:00:00 UTC,1181.20412275202,1171.02778872327
2017-03-12 00:00:00 UTC,1230.56,1170.52848704167
2017-03-13 00:00:00 UTC,1243.26492239019,1189.25527151971
2017-03-14 00:00:00 UTC,1246.55673948076,1200.31927491884
2017-03-15 00:00:00 UTC,1258.457,1232.0085569246
2017-03-16 00:00:00 UTC,1217.31454100788,1239.23064057577
2017-03-17 00:00:00 UTC,1074.09386950625,1207.93741447702
2017-03-18 00:00:00 UTC,961.962,1151.67682999898
2017-03-19 00:00:00 UTC,1023.49010087567,1107.06350227796
2017-03-20 00:00:00 UTC,1036.33201237387,1062.63850475273
2017-03-21 00:00:00 UTC,1112.70153227299,1041.71590300576
2017-03-22 00:00:00 UTC,1039.84017264784,1034.86516363408
2017-03-23 00:00:00 UTC,1029.1394137431,1048.3006463827
2017-03-24 00:00:00 UTC,940.020626559104,1031.60675151938
2017-03-25 00:00:00 UTC,965.265062661069,1017.39336157682
2017-03-26 00:00:00 UTC,954.476659971778,985.748387116579
2017-03-27 00:00:00 UTC,1042.60507261981,986.301367110972
2017-03-28 00:00:00 UTC,1044.722,989.417884362352
2017-03-29 00:00:00 UTC,1038.61719761625,1009.13719857378
2017-03-30 00:00:00 UTC,1031.49290564616,1022.3827671708
2017-03-31 00:00:00 UTC,1078.27471109061,1047.14237739457
2017-04-01 00:00:00 UTC,1085.253,1055.6719628706
2017-04-02 00:00:00 UTC,1098.068,1066.3411628706
2017-04-03 00:00:00 UTC,1139.30827544555,1086.47937843646
2017-04-04 00:00:00 UTC,1140.49759038017,1108.28031538327
2017-04-05 00:00:00 UTC,1132.33990499278,1119.0933541637
2017-04-06 00:00:00 UTC,1194.211,1140.8849541637
2017-04-07 00:00:00 UTC,1189.77512370321,1159.22637890434
2017-04-08 00:00:00 UTC,1182.271,1167.81892381523
2017-04-09 00:00:00 UTC,1187.699,1177.2592057392
2017-04-10 00:00:00 UTC,1210.515,1192.89422474064
2017-04-11 00:00:00 UTC,1226.618,1199.37562474064
2017-04-12 00:00:00 UTC,1218.299,1205.0804
2017-04-13 00:00:00 UTC,1174.209,1203.468
2017-04-14 00:00:00 UTC,1183.687,1202.6656
2017-04-15 00:00:00 UTC,1180.323,1196.6272
2017-04-16 00:00:00 UTC,1186.31,1188.5656
2017-04-17 00:00:00 UTC,1205.143,1185.9344
2017-04-18 00:00:00 UTC,1217.58,1194.6086
2017-04-19 00:00:00 UTC,1225.721,1203.0154
2017-04-20 00:00:00 UTC,1253.904,1217.7316
2017-04-21 00:00:00 UTC,1254.9875,1231.4671
2017-04-22 00:00:00 UTC,1249.67,1240.3725
2017-04-23 00:00:00 UTC,1247.8388,1246.42426
2017-04-24 00:00:00 UTC,1249.9563,1251.27132
2017-04-25 00:00:00 UTC,1263.045,1253.09952
2017-04-26 00:00:00 UTC,1287.32,1259.56602
2017-04-27 00:00:00 UTC,1331.3125,1275.89452
2017-04-28 00:00:00 UTC,1321.205,1290.56776
2017-04-29 00:00:00 UTC,1327.6863,1306.11376
2017-04-30 00:00:00 UTC,1349.8863,1323.48202
2017-05-01 00:00:00 UTC,1408.445,1347.70702
2017-05-02 00:00:00 UTC,1442.245,1369.89352
2017-05-03 00:00:00 UTC,1485.8175,1402.81602
2017-05-04 00:00:00 UTC,1499.36,1437.15076
2017-05-05 00:00:00 UTC,1506.0438,1468.38226
2017-05-06 00:00:00 UTC,1547.815,1496.25626
2017-05-07 00:00:00 UTC,1557.8838,1519.38402
2017-05-08 00:00:00 UTC,1633.38,1548.89652
2017-05-09 00:00:00 UTC,1700.1775,1589.06002
2017-05-10 00:00:00 UTC,1747.3175,1637.31476
2017-05-11 00:00:00 UTC,1808.7788,1689.50752
2017-05-12 00:00:00 UTC,1700.7725,1718.08526
2017-05-13 00:00:00 UTC,1751.73,1741.75526
2017-05-14 00:00:00 UTC,1767.7088,1755.26152
2017-05-15 00:00:00 UTC,1696.13,1745.02402
2017-05-16 00:00:00 UTC,1716.315,1726.53126
2017-05-17 00:00:00 UTC,1804.4513,1747.26702
2017-05-18 00:00:00 UTC,1889.4088,1774.80278
2017-05-19 00:00:00 UTC,1972.9013,1815.84128
2017-05-20 00:00:00 UTC,2043.42,1885.29928
2017-05-21 00:00:00 UTC,2053.8788,1952.81204
2017-05-22 00:00:00 UTC,2109.3963,2013.80104
2017-05-23 00:00:00 UTC,2292.7025,2094.45978
2017-05-24 00:00:00 UTC,2448.1313,2189.50578
2017-05-25 00:00:00 UTC,2366.9725,2254.21628
2017-05-26 00:00:00 UTC,2262.36,2295.91252
2017-05-27 00:00:00 UTC,2082.845,2290.60226
2017-05-28 00:00:00 UTC,2219.4875,2275.95926
2017-05-29 00:00:00 UTC,2286.2663,2243.58626
2017-05-30 00:00:00 UTC,2167.6438,2203.72052
2017-05-31 00:00:00 UTC,2329.0775,2217.06402
2017-06-01 00:00:00 UTC,2436.0363,2287.70228
2017-06-02 00:00:00 UTC,2514.2275,2346.65028
2017-06-03 00:00:00 UTC,2562.54,2401.90502
2017-06-04 00:00:00 UTC,2556.405,2479.65726
2017-06-05 00:00:00 UTC,2721.5525,2558.15226
2017-06-06 23:29:55 UTC,2903.4438,2651.63376
2017-06-07 00:00:00 UTC,2716.0588,2692.00002
2017-06-08 23:39:21 UTC,2824.2038,2744.33278
2017-06-09 00:00:00 UTC,2817.0638,2796.46454
2017-06-10 00:00:00 UTC,2937.4538,2839.6448
2017-06-11 00:00:00 UTC,3013.7138,2861.6988
2017-06-12 00:00:00 UTC,2701.255,2858.73804
2017-06-13 00:00:00 UTC,2736.1888,2841.13504
2017-06-14 00:00:00 UTC,2503.40127294964,2778.40253458993
2017-06-15 00:00:00 UTC,2444.49371230854,2679.81051705164
2017-06-16 00:00:00 UTC,2513.81034764638,2579.82982658091
2017-06-17 00:00:00 UTC,2683.5713440378,2576.29309538847
2017-06-18 00:00:00 UTC,2577.21936114026,2544.49920761652
2017-06-19 00:00:00 UTC,2620.13645139993,2567.84624330658
2017-06-20 00:00:00 UTC,2777.79265567999,2634.50603198087
2017-06-21 00:00:00 UTC,2717.00310788798,2675.14458402919
2017-06-22 00:00:00 UTC,2724.91221331707,2683.41275788505
2017-06-23 00:00:00 UTC,2737.74623109829,2715.51813187665
2017-06-24 00:00:00 UTC,2618.41673570888,2715.17418873844
2017-06-25 00:00:00 UTC,2606.8632352265,2680.98830464774
2017-06-26 00:00:00 UTC,2488.19416337737,2635.22651574562
2017-06-27 00:00:00 UTC,2531.34899878484,2596.51387283918
2017-06-28 00:00:00 UTC,2575.43777025493,2564.0521806705
2017-06-29 00:00:00 UTC,2561.68143454198,2552.70512043712
2017-06-30 00:00:00 UTC,2490.75348798041,2529.48317098791
2017-07-01 00:00:00 UTC,2439.82055973389,2519.80845025921
2017-07-02 00:00:00 UTC,2518.54569431263,2517.24778936477
2017-07-03 00:00:00 UTC,2576.7146569746,2517.5031667087
2017-07-04 00:00:00 UTC,2610.99757474179,2527.36639474866
2017-07-05 00:00:00 UTC,2607.21930206989,2550.65955756656
2017-07-06 00:00:00 UTC,2612.67042830497,2585.22953128078
2017-07-07 00:00:00 UTC,2509.21820981689,2583.36403438163
2017-07-08 00:00:00 UTC,2563.19551359687,2580.66020570608
2017-07-09 00:00:00 UTC,2519.21739188349,2562.30416913442
2017-07-10 00:00:00 UTC,2363.51568155487,2513.56344503142
2017-07-11 00:00:00 UTC,2353.91066125207,2461.81149162084
2017-07-12 00:00:00 UTC,2387.32891171674,2437.43363200081
2017-07-13 00:00:00 UTC,2364.32126576467,2397.65878243437
2017-07-14 00:00:00 UTC,2228.72879099011,2339.56106225569
2017-07-15 00:00:00 UTC,2033.29108803266,2273.51614355125
2017-07-16 00:00:00 UTC,1927.09906562122,2188.15382442508
2017-07-17 00:00:00 UTC,2181.28608069932,2146.9452582216
2017-07-18 00:00:00 UTC,2303.88935545646,2134.85887615995
2017-07-19 00:00:00 UTC,2274.62136530529,2144.03739102299
2017-07-20 00:00:00 UTC,2766.82511908244,2290.74419723295
2017-07-21 00:00:00 UTC,2658.07491237597,2436.9393665839
2017-07-22 00:00:00 UTC,2802.34788667742,2561.15172777952
2017-07-23 00:00:00 UTC,2731.60400741206,2646.69465817064
2017-07-24 00:00:00 UTC,2751.3470702262,2742.03979915482
2017-07-25 00:00:00 UTC,2563.74789523364,2701.42435438506
2017-07-26 00:00:00 UTC,2507.38968460757,2671.28730883138
2017-07-27 00:00:00 UTC,2649.44120113807,2640.70597172351
2017-07-28 00:00:00 UTC,2798.82931330334,2654.15103290176
2017-07-29 00:00:00 UTC,2720.10226250836,2647.9020713582
2017-07-30 00:00:00 UTC,2740.32359181287,2683.21721067404
2017-07-31 00:00:00 UTC,2871.3680152452,2756.01287680157
2017-08-01 00:00:00 UTC,2737.76379241919,2773.67739505779
2017-08-02 00:00:00 UTC,2697.8509023017,2753.48171285746
2017-08-03 00:00:00 UTC,2777.36799394604,2764.934859145
2017-08-04 00:00:00 UTC,2845.89716230278,2786.04957324298
2017-08-05 00:00:00 UTC,3237.07069450803,2859.19010909555
2017-08-06 00:00:00 UTC,3189.7324534615,2949.58384130401
2017-08-07 00:00:00 UTC,3356.70973808691,3081.35560846105
2017-08-08 00:00:00 UTC,3410.45008044914,3207.97202576167
2017-08-09 00:00:00 UTC,3330.89782529283,3304.97215835968
2017-08-10 00:00:00 UTC,3367.90538708821,3331.13909687572
2017-08-11 00:00:00 UTC,3562.58766284089,3405.7101387516
2017-08-12 00:00:00 UTC,3800.14062506336,3494.39631614689
2017-08-13 00:00:00 UTC,4023.25452207874,3616.95720447281
2017-08-14 00:00:00 UTC,4175.69529134641,3785.91669768352
2017-08-15 00:00:00 UTC,4149.30875941234,3942.19737214835
2017-08-16 00:00:00 UTC,4262.5587912331,4082.19159782679
2017-08-17 00:00:00 UTC,4286.91743450516,4179.54695971515
2017-08-18 00:00:00 UTC,4097.68580247375,4194.43321579415
2017-08-19 00:00:00 UTC,4115.21198836208,4182.33655519729
2017-08-20 00:00:00 UTC,4001.22863247285,4152.72052980939
2017-08-21 00:00:00 UTC,3935.22993283277,4087.25475812932
2017-08-22 00:00:00 UTC,4008.41668521521,4031.55460827133
2017-08-23 00:00:00 UTC,4069.0802390251,4025.8334955816
2017-08-24 00:00:00 UTC,4167.28917680219,4036.24893326962
2017-08-25 00:00:00 UTC,4199.89203158457,4075.98161309197
2017-08-26 00:00:00 UTC,4123.51337132546,4113.63830079051
2017-08-27 00:00:00 UTC,4116.46873916326,4135.24871158012
2017-08-28 00:00:00 UTC,4216.24277330547,4164.68121843619
2017-08-29 00:00:00 UTC,4394.06343624723,4210.0360703252
2017-08-30 00:00:00 UTC,4553.80652713686,4280.81896943566
2017-08-31 00:00:00 UTC,4702.93816308458,4396.70392778748
2017-09-01 00:00:00 UTC,4863.19304868405,4546.04878969164
2017-09-02 00:00:00 UTC,4556.5977768913,4614.1197904088
2017-09-03 00:00:00 UTC,4632.46233076675,4661.79956931271
2017-09-04 00:00:00 UTC,4317.18518771612,4614.47530142856
2017-09-05 00:00:00 UTC,4447.87559221093,4563.46278725383
2017-09-06 00:00:00 UTC,4592.25027789782,4509.27423309658
2017-09-07 00:00:00 UTC,4584.82027519271,4514.91873275687
2017-09-08 00:00:00 UTC,4285.20793872097,4445.46785434771
2017-09-09 00:00:00 UTC,4245.60734112386,4431.15228502926
2017-09-10 00:00:00 UTC,4132.6646422833,4368.11009504373
2017-09-11 00:00:00 UTC,4164.97621199409,4282.65528186299
2017-09-12 00:00:00 UTC,4130.95628475182,4191.88248377481
2017-09-13 00:00:00 UTC,3883.65200134942,4111.5712963005
2017-09-14 00:00:00 UTC,3100.66815470405,3882.58345901654
2017-09-15 00:00:00 UTC,3587.9431219159,3773.63915494306
2017-09-16 00:00:00 UTC,3606.27519721432,3661.8989519871
2017-09-17 00:00:00 UTC,3553.43231625865,3546.39415828847
2017-09-18 00:00:00 UTC,4012.28582499344,3572.12092301727
2017-09-19 00:00:00 UTC,3898.93473248234,3731.77423857293
2017-09-20 00:00:00 UTC,3858.02095060051,3785.78980430985
2017-09-21 00:00:00 UTC,3628.05858753461,3790.14648237391
2017-09-22 00:00:00 UTC,3622.1830393146,3803.8966269851
2017-09-23 00:00:00 UTC,3763.41140627887,3754.12174324219
2017-09-24 00:00:00 UTC,3672.30507973319,3708.79581269236
2017-09-25 00:00:00 UTC,3866.70515274174,3710.5326531206
2017-09-26 00:00:00 UTC,3852.93520487706,3755.50797658909
2017-09-27 00:00:00 UTC,4134.21241496119,3857.91385171841
2017-09-28 00:00:00 UTC,4134.88495085993,3932.20856063462
2017-09-29 00:00:00 UTC,4130.41524600294,4023.83059388857
2017-09-30 00:00:00 UTC,4297.79117003372,4110.04779734697
2017-10-01 00:00:00 UTC,4347.57873545332,4208.97650346222
2017-10-02 00:00:00 UTC,4383.32549736353,4258.79911994269
2017-10-03 00:00:00 UTC,4319.06921246641,4295.63597226398
2017-10-04 00:00:00 UTC,4231.46418703684,4315.84576047076
2017-10-05 00:00:00 UTC,4290.38040438142,4314.3636073403
2017-10-06 00:00:00 UTC,4347.54723950876,4314.35730815139
2017-10-07 00:00:00 UTC,4405.0162007055,4318.69544881979
2017-10-08 00:00:00 UTC,4562.32193109848,4367.3459925462
2017-10-09 00:00:00 UTC,4758.72164979337,4472.79748509751
2017-10-10 00:00:00 UTC,4769.47734676417,4568.61687357406
2017-10-11 00:00:00 UTC,4807.92589489803,4660.69260465191
2017-10-12 00:00:00 UTC,5331.61930195449,4846.01322490171
2017-10-13 00:00:00 UTC,5610.49316222874,5055.64747112776
2017-10-14 00:00:00 UTC,5679.21622165638,5239.74638550036
2017-10-15 00:00:00 UTC,5684.04710411913,5422.66033697135
2017-10-16 00:00:00 UTC,5728.93275055115,5606.86170810198
2017-10-17 00:00:00 UTC,5643.85907705172,5669.30966312142
2017-10-18 00:00:00 UTC,5592.78222421231,5665.76747551814
2017-10-19 00:00:00 UTC,5696.38014134367,5669.2002594556
2017-10-20 00:00:00 UTC,5952.7713587923,5722.94511039023
2017-10-21 00:00:00 UTC,6043.96673129542,5785.95190653908
2017-10-22 00:00:00 UTC,6003.4640189335,5857.87289491544
2017-10-23 00:00:00 UTC,5959.98304059248,5931.31305819147
2017-10-24 00:00:00 UTC,5550.08158528565,5902.05334697987
2017-10-25 00:00:00 UTC,5704.87480650775,5852.47403652296
2017-10-26 00:00:00 UTC,5883.05318447111,5820.2913271581
2017-10-27 00:00:00 UTC,5775.51666530736,5774.70185643287
2017-10-28 00:00:00 UTC,5734.30745398276,5729.56673911093
2017-10-29 00:00:00 UTC,6123.54977135535,5844.26037632487
2017-10-30 00:00:00 UTC,6104.38870915078,5924.16315685347
2017-10-31 00:00:00 UTC,6368.65164135745,6021.28284823074
2017-11-01 00:00:00 UTC,6714.78898671902,6209.13731251307
2017-11-02 00:00:00 UTC,7059.7938605488,6474.23459382628
2017-11-03 00:00:00 UTC,7234.73838202036,6696.47231595928
2017-11-04 00:00:00 UTC,7390.53522652395,6953.70161943392
2017-11-05 00:00:00 UTC,7416.26795098255,7163.22488135894
2017-11-06 00:00:00 UTC,7103.04608116249,7240.87630024763
2017-11-07 00:00:00 UTC,7166.74137167631,7262.26580247313
2017-11-08 00:00:00 UTC,7461.82443491069,7307.6830130512
2017-11-09 00:00:00 UTC,7186.29277509382,7266.83452276517
2017-11-10 00:00:00 UTC,6656.83969350681,7114.94887127002
2017-11-11 00:00:00 UTC,6365.39785208573,6967.41922545467
2017-11-12 00:00:00 UTC,5866.51312938529,6707.37357699647
2017-11-13 00:00:00 UTC,6423.09140246102,6499.62697050653
2017-11-14 00:00:00 UTC,6652.21677956026,6392.81177139982
2017-11-15 00:00:00 UTC,7297.66883633256,6520.97759996497
2017-11-16 00:00:00 UTC,7814.9444036566,6810.88691027915
2017-11-17 00:00:00 UTC,7783.54246476388,7194.29277735486
2017-11-18 00:00:00 UTC,7827.63146946899,7475.20079075646
2017-11-19 00:00:00 UTC,8011.14742989044,7746.98692082249
2017-11-20 00:00:00 UTC,8220.50996617654,7931.55514679129
2017-11-21 00:00:00 UTC,8114.13367954416,7991.3930019688
2017-11-22 00:00:00 UTC,8257.12389528835,8086.1092880737
2017-11-23 00:00:00 UTC,8117.66434762603,8144.1158637051
2017-11-24 00:00:00 UTC,8278.12843633886,8197.51206499479
2017-11-25 00:00:00 UTC,8743.1593779107,8302.04194734162
2017-11-26 00:00:00 UTC,9342.98864142167,8547.81293971712
2017-11-27 00:00:00 UTC,9831.40292992241,8862.66874664393
2017-11-28 00:00:00 UTC,10257.0674169803,9290.54936051479
2017-11-29 00:00:00 UTC,9875.89230818829,9610.10213488467
2017-11-30 00:00:00 UTC,10406.18772373,9942.70780404853
2017-12-01 00:00:00 UTC,10995.7235531179,10273.2547863878
2017-12-02 00:00:00 UTC,11162.5450307617,10539.4832065556
2017-12-03 00:00:00 UTC,11256.7018287538,10739.4100889103
2017-12-04 00:00:00 UTC,11634.9849554034,11091.2286183534
2017-12-05 00:00:00 UTC,12174.2537397926,11444.8418215659
2017-12-06 00:00:00 UTC,13876.4735794148,12020.9918268253
2017-12-07 00:00:00 UTC,18491.1815542282,13486.7191315186
2017-12-08 00:00:00 UTC,16908.0049521112,14616.97975619
2017-12-09 00:00:00 UTC,15266.4263894651,15343.2680430024
2017-12-10 00:00:00 UTC,15808.5098961544,16070.1192742747
2017-12-11 00:00:00 UTC,17106.5051488871,16716.1255881692
2017-12-12 00:00:00 UTC,17249.920214656,16467.8733202548
2017-12-13 00:00:00 UTC,16525.0444892988,16391.2812276923
2017-12-14 00:00:00 UTC,16865.3616648753,16711.0682827743
2017-12-15 00:00:00 UTC,17978.6305581344,17145.0924151703
2017-12-16 00:00:00 UTC,19665.3949272416,17656.8703708412
2017-12-17 00:00:00 UTC,19423.5801532525,18091.6023585605
2017-12-18 00:00:00 UTC,19188.0539569348,18624.2042520877
2017-12-19 00:00:00 UTC,18174.1867596316,18885.969271039
2017-12-20 00:00:00 UTC,17059.8883502646,18702.220829465
2017-12-21 00:00:00 UTC,16355.2382257401,18040.1894891647
2017-12-22 00:00:00 UTC,14084.8249267767,16972.4384438696
2017-12-23 00:00:00 UTC,15241.9164656487,16183.2109456123
2017-12-24 00:00:00 UTC,14451.1145466743,15438.5965030209
2017-12-25 00:00:00 UTC,14302.7537081839,14887.1695746047
2017-12-26 00:00:00 UTC,16616.6820570844,14939.4583408736
2017-12-27 00:00:00 UTC,16373.0810795739,15397.109571433
2017-12-28 00:00:00 UTC,15067.8994980567,15362.3061779146
2017-12-29 00:00:00 UTC,15096.5594360709,15491.395155794
2017-12-30 00:00:00 UTC,13620.3618741461,15354.9167889864
2017-12-31 00:00:00 UTC,14839.5907854184,14999.4985346532
2018-01-01 00:00:00 UTC,14093.6068305274,14543.6036848439
2018-01-02 00:00:00 UTC,15321.9328517642,14594.4103555854
2018-01-03 00:00:00 UTC,15583.8855377593,14691.8755759231
2018-01-04 00:00:00 UTC,15976.365194174,15163.0762399287
2018-01-05 00:00:00 UTC,18336.9229801691,15862.5426788788
2018-01-06 00:00:00 UTC,18343.6624934071,16712.5538114547
2018-01-07 00:00:00 UTC,17039.8739138488,17056.1420238717
2018-01-08 00:00:00 UTC,15900.3650216006,17119.4379206399
2018-01-09 00:00:00 UTC,15604.7234082405,17045.1095634532
2018-01-10 00:00:00 UTC,15509.2701268168,16479.5789927828
2018-01-11 00:00:00 UTC,14050.5696063543,15620.9604153722
2018-01-12 00:00:00 UTC,14759.294629915,15164.8445585854
2018-01-13 00:00:00 UTC,15193.3148979847,15023.4345338623
2018-01-14 00:00:00 UTC,14476.5889713691,14797.807646488
2018-01-15 00:00:00 UTC,14411.9977069182,14578.3531625083
2018-01-16 00:00:00 UTC,11723.9135206658,14113.0219453706
