Index,ClosingPrice,Prediction,Outcome,ConsecutiveLosses
56,1.072731,Negative,Win,0
57,1.070664,Negative,Win,0
58,1.062304,Negative,Win,0
59,1.058425,Negative,Loss,1
60,1.063886,Negative,Win,0
61,1.063377,Negative,Win,0
62,1.054519,Negative,Loss,1
63,1.056189,Negative,Loss,2
64,1.061233,Neutral,Neutral,
65,1.062135,Neutral,Neutral,
66,1.064849,Positive,Loss,3
67,1.05921,Positive,Win,0
68,1.066314,Neutral,Neutral,
69,1.058201,Positive,Win,0
70,1.075732,Neutral,Neutral,
71,1.072041,Neutral,Neutral,
72,1.076195,Neutral,Neutral,
73,1.062135,Neutral,Neutral,
74,1.054741,Neutral,Neutral,
75,1.064169,Negative,Win,0
76,1.062925,Neutral,Neutral,
77,1.051414,Negative,Win,0
78,1.041884,Negative,Loss,1
79,1.044998,Negative,Win,0
80,1.040583,Negative,Win,0
81,1.039047,Negative,Loss,1
82,1.042862,Negative,Loss,2
83,1.043765,Neutral,Neutral,
84,1.045478,Neutral,Neutral,
85,1.045697,Positive,Win,0
86,1.046233,Positive,Loss,1
87,1.041699,Positive,Win,0
88,1.05753,Neutral,Neutral,
89,1.052698,Positive,Loss,1
90,1.046003,Neutral,Neutral,
91,1.041992,Neutral,Neutral,
92,1.050089,Negative,Loss,2
93,1.060592,Neutral,Neutral,
94,1.053186,Neutral,Neutral,
95,1.058862,Neutral,Neutral,
96,1.055242,Positive,Win,0
97,1.059771,Neutral,Neutral,
98,1.061684,Neutral,Neutral,
99,1.062869,Positive,Loss,1
100,1.060299,Positive,Win,0
101,1.069679,Neutral,Neutral,
102,1.062778,Positive,Win,0
103,1.065973,Neutral,Neutral,
104,1.071375,Neutral,Neutral,
105,1.076079,Positive,Loss,1
106,1.072869,Positive,Win,0
107,1.075199,Positive,Loss,1
108,1.068296,Positive,Win,0
109,1.071398,Neutral,Neutral,
110,1.070859,Neutral,Neutral,
111,1.08038,Neutral,Neutral,
112,1.076739,Neutral,Neutral,
113,1.076171,Neutral,Neutral,
114,1.078295,Neutral,Neutral,
115,1.074322,Neutral,Neutral,
116,1.067806,Negative,Loss,1
117,1.069221,Negative,Win,0
118,1.065859,Neutral,Neutral,
119,1.061954,Negative,Win,0
120,1.05985,Negative,Win,0
121,1.057832,Negative,Loss,1
122,1.060738,Negative,Loss,2
123,1.067225,Negative,Win,0
124,1.062665,Neutral,Neutral,
125,1.06094,Neutral,Neutral,
126,1.054207,Neutral,Neutral,
127,1.055409,Negative,Loss,1
128,1.058447,Negative,Win,0
129,1.055275,Neutral,Neutral,
130,1.058425,Neutral,Neutral,
131,1.056915,Positive,Loss,1
132,1.053585,Neutral,Neutral,
133,1.050972,Negative,Loss,2
134,1.062045,Negative,Win,0
135,1.057921,Neutral,Neutral,
136,1.057015,Neutral,Neutral,
137,1.054741,Neutral,Neutral,
138,1.057843,Negative,Loss,1
139,1.069004,Negative,Win,0
140,1.065144,Neutral,Neutral,
141,1.061244,Neutral,Neutral,
142,1.073791,Neutral,Neutral,
143,1.07747,Neutral,Neutral,
144,1.074299,Neutral,Neutral,
145,1.073768,Neutral,Neutral,
146,1.081245,Neutral,Neutral,
147,1.079016,Neutral,Neutral,
148,1.078388,Neutral,Neutral,
149,1.084952,Neutral,Neutral,
150,1.086095,Neutral,Neutral,
151,1.081771,Neutral,Neutral,
152,1.075963,Neutral,Neutral,
153,1.068707,Neutral,Neutral,
154,1.066883,Negative,Loss,1
155,1.067008,Negative,Loss,2
156,1.068034,Negative,Win,0
157,1.067247,Neutral,Neutral,
158,1.064464,Neutral,Neutral,
159,1.058201,Neutral,Neutral,
160,1.05976,Negative,Loss,1
161,1.061132,Negative,Loss,2
162,1.067065,Neutral,Neutral,
163,1.061639,Positive,Loss,3
164,1.061053,Neutral,Neutral,
165,1.064453,Neutral,Neutral,
166,1.072869,Neutral,Neutral,
167,1.071501,Neutral,Neutral,
168,1.07149,Neutral,Neutral,
169,1.087394,Neutral,Neutral,
170,1.086484,Neutral,Neutral,
171,1.092825,Neutral,Neutral,
172,1.090893,Neutral,Neutral,
173,1.086425,Neutral,Neutral,
174,1.09075,Negative,Loss,4
175,1.090893,Neutral,Neutral,
176,1.093565,Neutral,Neutral,
177,1.088898,Positive,Win,0
178,1.098153,Neutral,Neutral,
179,1.096515,Positive,Loss,1
180,1.092777,Neutral,Neutral,
181,1.088684,Neutral,Neutral,
182,1.087075,Negative,Win,0
183,1.086496,Negative,Loss,1
184,1.092729,Negative,Loss,2
185,1.098177,Neutral,Neutral,
186,1.109398,Neutral,Neutral,
187,1.115636,Positive,Loss,3
188,1.111358,Positive,Win,0
189,1.120486,Positive,Win,0
190,1.123886,Positive,Loss,1
191,1.117931,Positive,Win,0
192,1.123091,Neutral,Neutral,
193,1.121076,Positive,Loss,1
194,1.117606,Neutral,Neutral,
195,1.112904,Negative,Loss,2
196,1.117169,Negative,Loss,3
197,1.124354,Negative,Win,0
198,1.121579,Neutral,Neutral,
199,1.128083,Neutral,Neutral,
200,1.125682,Positive,Win,0
201,1.127142,Neutral,Neutral,
202,1.125518,Neutral,Neutral,
203,1.118481,Neutral,Neutral,
204,1.120197,Negative,Win,0
205,1.11962,Neutral,Neutral,
206,1.120888,Negative,Loss,1
207,1.121579,Neutral,Neutral,
208,1.114691,Positive,Win,0
209,1.120825,Neutral,Neutral,
210,1.114455,Neutral,Neutral,
211,1.113697,Neutral,Neutral,
212,1.11672,Negative,Win,0
213,1.114964,Neutral,Neutral,
214,1.119884,Negative,Win,0
215,1.118356,Neutral,Neutral,
216,1.133915,Neutral,Neutral,
217,1.138265,Neutral,Neutral,
218,1.144165,Positive,Loss,1
219,1.142309,Positive,Loss,2
220,1.137139,Positive,Loss,3
221,1.136015,Neutral,Neutral,
222,1.134687,Negative,Loss,4
223,1.142478,Negative,Win,0
224,1.140381,Neutral,Neutral,
225,NaN,Neutral,Neutral,
226,1.147394,Neutral,Neutral,
227,1.141891,Neutral,Neutral,
228,1.140394,Neutral,Neutral,
229,1.147539,Neutral,Neutral,
230,1.147434,Neutral,Neutral,
231,1.154974,Neutral,Neutral,
232,1.152844,Neutral,Neutral,
233,1.162872,Neutral,Neutral,
234,1.16817,Neutral,Neutral,
235,1.163887,Positive,Win,0
236,1.164456,Neutral,Neutral,
237,1.1728,Positive,Loss,1
238,1.168866,Positive,Win,0
239,1.174729,Neutral,Neutral,
240,1.18241,Positive,Loss,1
241,1.181126,Positive,Win,0
242,1.185115,Neutral,Neutral,
243,1.188495,Positive,Loss,1
244,1.177842,Positive,Win,0
245,1.180094,Neutral,Neutral,
246,1.175461,Neutral,Neutral,
247,1.176152,Neutral,Neutral,
248,1.177024,Neutral,Neutral,
249,1.18255,Neutral,Neutral,
250,1.177579,Positive,Loss,1
251,1.174122,Neutral,Neutral,
252,1.177426,Neutral,Neutral,
253,1.17155,Neutral,Neutral,
254,1.175627,Negative,Loss,2
255,1.181195,Neutral,Neutral,
256,1.176221,Positive,Win,0
257,1.181656,Neutral,Neutral,
258,1.18022,Positive,Win,0
259,1.195186,Neutral,Neutral,
260,1.196387,Neutral,Neutral,
261,1.197046,Positive,Loss,1
262,1.189343,Positive,Win,0
263,1.191043,Neutral,Neutral,
264,1.188284,Neutral,Neutral,
265,1.189343,Neutral,Neutral,
266,1.192407,Neutral,Neutral,
267,1.192777,Positive,Win,0
268,1.202906,Positive,Loss,1
269,1.201764,Positive,Loss,2
270,1.195943,Positive,Win,0
271,1.197461,Neutral,Neutral,
272,1.189061,Neutral,Neutral,
273,1.192165,Negative,Loss,1
274,1.193716,Neutral,Neutral,
275,1.195929,Neutral,Neutral,
276,1.199256,Positive,Loss,2
277,1.187211,Positive,Win,0
278,1.194558,Neutral,Neutral,
279,1.19272,Neutral,Neutral,
280,1.185565,Neutral,Neutral,
281,1.178606,Negative,Win,0
282,1.174964,Negative,Loss,1
283,1.178175,Negative,Loss,2
284,1.180735,Negative,Win,0
285,1.173378,Neutral,Neutral,
286,1.174757,Neutral,Neutral,
287,1.175724,Neutral,Neutral,
288,1.171234,Neutral,Neutral,
289,1.174246,Neutral,Neutral,
290,1.174164,Neutral,Neutral,
291,1.181488,Neutral,Neutral,
292,1.186549,Neutral,Neutral,
293,1.18318,Positive,Loss,1
294,1.181405,Neutral,Neutral,
295,1.179454,Neutral,Neutral,
296,1.177191,Negative,Loss,2
297,1.179523,Negative,Loss,3
298,1.184806,Negative,Win,0
299,1.175364,Neutral,Neutral,
300,1.175917,Neutral,Neutral,
301,1.175903,Neutral,Neutral,
302,1.182075,Neutral,Neutral,
303,1.163724,Neutral,Neutral,
304,1.160456,Neutral,Neutral,
305,1.16527,Negative,Win,0
306,1.165175,Neutral,Neutral,
307,1.162872,Negative,Loss,1
308,1.166181,Neutral,Neutral,
309,1.161494,Neutral,Neutral,
310,1.161265,Negative,Win,0
311,1.160106,Negative,Win,0
312,1.159689,Negative,Loss,1
313,1.164687,Negative,Loss,2
314,1.166113,Neutral,Neutral,
315,1.166494,Neutral,Neutral,
316,1.179287,Positive,Loss,3
317,NaN,Positive,Loss,4
318,1.177745,Neutral,Neutral,
319,1.173186,Neutral,Neutral,
320,1.174122,Neutral,Neutral,
321,1.173723,Neutral,Neutral,
322,1.181474,Neutral,Neutral,
323,1.185396,Neutral,Neutral,
324,1.192649,Positive,Loss,5
325,1.19049,Positive,Loss,6
326,1.184806,Positive,Win,0
327,1.185199,Neutral,Neutral,
328,1.189825,Neutral,Neutral,
329,1.185986,Neutral,Neutral,
330,1.186775,Neutral,Neutral,
331,1.183292,Positive,Loss,1
332,1.180429,Neutral,Neutral,
333,1.177218,Negative,Win,0
334,1.176997,Negative,Loss,1
335,1.177759,Negative,Win,0
336,1.17426,Negative,Loss,1
337,1.183586,Negative,Win,0
338,1.177496,Neutral,Neutral,
339,1.174357,Neutral,Neutral,
340,1.178425,Negative,Loss,1
341,1.184133,Neutral,Neutral,
342,1.187818,Neutral,Neutral,
343,1.185733,Positive,Loss,2
344,1.185607,Positive,Win,0
345,1.187254,Neutral,Neutral,
346,1.185789,Neutral,Neutral,
347,1.190079,Negative,Loss,1
348,1.194172,Neutral,Neutral,
349,1.200495,Positive,Win,0
350,1.201158,Positive,Win,0
351,1.206345,Positive,Loss,1
352,1.201043,Positive,Win,0
353,1.206884,Neutral,Neutral,
354,1.203746,Positive,Loss,1
355,1.197046,Neutral,Neutral,
356,1.192933,Negative,Loss,2
357,1.195614,Negative,Loss,3
358,1.20421,Negative,Loss,4
359,1.21923,Neutral,Neutral,
360,1.226843,Positive,Win,0
361,1.227129,Positive,Loss,1
362,1.218398,Positive,Win,0
363,1.223661,Neutral,Neutral,
364,1.22555,Neutral,Neutral,
365,1.225625,Neutral,Neutral,
366,1.231027,Positive,Win,0
367,1.239111,Positive,Win,0
368,1.239234,Positive,Win,0
369,1.242807,Positive,Loss,1
370,1.238114,Positive,Win,0
371,1.240957,Neutral,Neutral,
372,1.241866,Positive,Win,0
373,1.251001,Positive,Loss,1
374,1.244694,Positive,Loss,2
375,1.236782,Neutral,Neutral,
376,1.238129,Neutral,Neutral,
377,1.226813,Neutral,Neutral,
378,1.226076,Negative,Win,0
379,1.22528,Negative,Loss,1
380,1.230376,Negative,Loss,2
381,1.235376,Neutral,Neutral,
382,1.246727,Neutral,Neutral,
383,1.25036,Positive,Loss,3
384,1.241188,Positive,Loss,4
385,1.239864,Neutral,Neutral,
386,1.233532,Neutral,Neutral,
387,1.228184,Negative,Loss,5
388,1.232666,Negative,Win,0
389,1.228713,Negative,Loss,1
390,1.231557,Negative,Win,0
391,1.223032,Neutral,Neutral,
392,1.219126,Neutral,Neutral,
393,1.227084,Negative,Loss,1
394,1.231542,Neutral,Neutral,
395,1.233654,Neutral,Neutral,
396,1.241665,Positive,Loss,2
397,1.241465,Positive,Loss,3
398,1.230663,Positive,Win,0
399,1.230875,Neutral,Neutral,
400,1.233958,Neutral,Neutral,
401,1.239234,Neutral,Neutral,
402,1.237562,Positive,Loss,1
403,1.230921,Positive,Loss,2
404,1.228079,Neutral,Neutral,
405,1.233685,Negative,Win,0
406,1.22519,Negative,Loss,1
407,1.234766,Negative,Win,0
408,1.232499,Neutral,Neutral,
409,1.235437,Neutral,Neutral,
410,1.245749,Neutral,Neutral,
411,1.240787,Positive,Loss,1
412,1.231027,Neutral,Neutral,
413,1.230285,Neutral,Neutral,
414,1.231421,Negative,Win,0
415,1.229271,Negative,Win,0
416,1.227853,Negative,Loss,1
417,1.228682,Negative,Win,0
418,1.22516,Neutral,Neutral,
419,1.227144,Negative,Loss,1
420,1.23224,Neutral,Neutral,
421,1.236308,Positive,Win,0
422,1.237164,Positive,Loss,1
423,1.23297,Positive,Win,0
424,1.233259,Neutral,Neutral,
425,1.238513,Neutral,Neutral,
426,1.237317,Positive,Win,0
427,1.237915,Neutral,Neutral,
428,1.234553,Positive,Loss,1
429,1.22734,Neutral,Neutral,
430,1.220897,Negative,Loss,2
431,1.22414,Negative,Win,0
432,1.217167,Negative,Win,0
433,1.210962,Negative,Loss,1
434,1.212283,Negative,Win,0
435,1.208123,Neutral,Neutral,
436,1.199156,Negative,Win,0
437,1.1951,Negative,Loss,1
438,1.198926,Negative,Win,0
439,1.1955,Negative,Win,0
440,1.193374,Negative,Win,0
441,1.186789,Negative,Win,0
442,1.184722,Negative,Loss,1
443,1.191753,Negative,Loss,2
444,1.195214,Neutral,Neutral,
445,1.193118,Neutral,Neutral,
446,1.182089,Neutral,Neutral,
447,1.181698,Neutral,Neutral,
448,1.179523,Negative,Win,0
449,1.176664,Negative,Loss,1
450,1.179245,Negative,Win,0
451,1.178856,Negative,Win,0
452,1.171015,Negative,Loss,1
453,1.172264,Negative,Win,0
454,1.168893,Neutral,Neutral,
455,1.162696,Negative,Win,0
456,1.153935,Negative,Loss,1
457,1.166725,Negative,Loss,2
458,1.169317,Neutral,Neutral,
459,1.166861,Neutral,Neutral,
460,1.170056,Neutral,Neutral,
461,1.172622,Positive,Win,0
462,1.17855,Positive,Win,0
463,1.179523,Positive,Loss,1
464,1.178398,Positive,Loss,2
465,1.177413,Positive,Loss,3
466,1.174826,Neutral,Neutral,
467,1.180777,Negative,Win,0
468,1.156658,Neutral,Neutral,
469,1.159595,Negative,Loss,1
470,1.163075,Neutral,Neutral,
471,1.158856,Neutral,Neutral,
472,1.157903,Neutral,Neutral,
473,1.160578,Neutral,Neutral,
474,1.16614,Neutral,Neutral,
475,1.170275,Neutral,Neutral,
476,1.165026,Positive,Loss,2
477,1.156363,Neutral,Neutral,
478,1.156297,Neutral,Neutral,
479,1.167856,Negative,Win,0
480,1.164212,Neutral,Neutral,
481,1.165922,Neutral,Neutral,
482,1.166235,Neutral,Neutral,
483,1.169591,Positive,Win,0
484,1.175226,Positive,Win,0
485,1.175696,Positive,Loss,1
486,1.172704,Positive,Loss,2
487,1.167679,Neutral,Neutral,
488,1.166589,Neutral,Neutral,
489,1.16791,Negative,Loss,3
490,1.170946,Negative,Win,0
491,1.165325,Neutral,Neutral,
492,1.164565,Neutral,Neutral,
493,1.165515,Neutral,Neutral,
494,1.174191,Neutral,Neutral,
495,1.169413,Neutral,Neutral,
496,1.168552,Neutral,Neutral,
497,1.17375,Neutral,Neutral,
498,1.164293,Neutral,Neutral,
499,1.166045,Negative,Loss,1
500,1.170741,Neutral,Neutral,
501,1.168962,Neutral,Neutral,
502,1.166589,Neutral,Neutral,
503,1.158601,Neutral,Neutral,
504,1.15623,Negative,Win,0
505,1.155802,Negative,Loss,1
506,1.160295,Negative,Loss,2
507,1.161076,Neutral,Neutral,
508,1.152392,Neutral,Neutral,
509,1.139471,Neutral,Neutral,
510,1.140251,Neutral,Neutral,
511,1.134572,Neutral,Neutral,
512,1.13443,Negative,Loss,3
513,1.137139,Negative,Loss,4
514,1.143772,Neutral,Neutral,
515,1.149135,Neutral,Neutral,
516,1.157675,Positive,Win,0
517,1.15848,Positive,Loss,1
518,1.154335,Positive,Win,0
519,1.16489,Positive,Win,0
520,1.168361,Positive,Win,0
521,1.169126,Positive,Win,0
522,1.170974,Positive,Loss,1
523,1.166466,Positive,Loss,2
524,1.160106,Neutral,Neutral,
525,1.161548,Neutral,Neutral,
526,1.158655,Neutral,Neutral,
527,1.163521,Negative,Win,0
528,1.162007,Neutral,Neutral,
529,1.156109,Neutral,Neutral,
530,1.159595,Negative,Loss,1
531,1.159608,Neutral,Neutral,
532,1.162926,Neutral,Neutral,
533,1.16918,Positive,Loss,2
534,1.162899,Positive,Win,0
535,1.166916,Neutral,Neutral,
536,1.167992,Positive,Loss,1
537,1.167461,Positive,Win,0
538,1.177593,Neutral,Neutral,
539,1.175102,Positive,Win,0
540,1.175295,Neutral,Neutral,
541,1.176318,Neutral,Neutral,
542,1.174853,Positive,Loss,1
543,1.163738,Neutral,Neutral,
544,1.160537,Neutral,Neutral,
545,1.157756,Negative,Win,0
546,1.155175,Negative,Win,0
547,1.147631,Negative,Loss,1
548,1.151808,Negative,Loss,2
549,1.15226,Negative,Win,0
550,1.149412,Neutral,Neutral,
551,1.150695,Neutral,Neutral,
552,1.153336,Positive,Win,0
553,1.159044,Positive,Loss,1
554,1.155135,Positive,Win,0
555,1.158346,Positive,Loss,1
556,1.157528,Positive,Loss,2
557,1.150086,Neutral,Neutral,
558,1.146,Negative,Loss,3
559,1.150947,Negative,Win,0
560,1.146789,Negative,Loss,1
561,1.147315,Negative,Win,0
562,1.139926,Neutral,Neutral,
563,1.137786,Neutral,Neutral,
564,1.139874,Negative,Win,0
565,1.137618,Neutral,Neutral,
566,1.134636,Negative,Win,0
567,1.13167,Negative,Loss,1
568,1.140329,Negative,Win,0
569,1.139757,Neutral,Neutral,
570,1.141292,Neutral,Neutral,
571,1.143851,Neutral,Neutral,
572,1.143406,Positive,Loss,1
573,1.136842,Neutral,Neutral,
574,1.132503,Neutral,Neutral,
575,1.123343,Negative,Loss,2
576,1.131119,Negative,Loss,3
577,1.131183,Negative,Loss,4
578,1.13249,Neutral,Neutral,
579,1.141396,Positive,Win,0
580,1.145502,Positive,Loss,1
581,1.137242,Positive,Win,0
582,1.138835,Neutral,Neutral,
583,1.140316,Neutral,Neutral,
584,1.133735,Neutral,Neutral,
585,1.133337,Neutral,Neutral,
586,1.12988,Neutral,Neutral,
587,1.136855,Negative,Loss,1
588,1.139277,Neutral,Neutral,
589,1.134224,Neutral,Neutral,
590,1.135486,Neutral,Neutral,
591,1.134288,Neutral,Neutral,
592,1.134906,Neutral,Neutral,
593,1.137475,Neutral,Neutral,
594,1.140095,Positive,Loss,2
595,1.135654,Positive,Loss,3
596,1.132311,Neutral,Neutral,
597,1.137346,Neutral,Neutral,
598,1.136364,Neutral,Neutral,
599,1.130595,Neutral,Neutral,
600,1.134984,Negative,Loss,4
601,1.13754,Neutral,Neutral,
602,1.138952,Neutral,Neutral,
603,1.145685,Positive,Loss,5
604,1.137281,Positive,Win,0
605,1.140394,Neutral,Neutral,
606,1.141553,Positive,Loss,1
607,1.136131,Positive,Win,0
608,1.143105,Neutral,Neutral,
609,1.143995,Positive,Win,0
610,1.149306,Positive,Loss,1
611,1.146171,Positive,Loss,2
612,1.131811,Positive,Win,0
613,1.139108,Neutral,Neutral,
614,1.141044,Neutral,Neutral,
615,1.147974,Neutral,Neutral,
616,1.145607,Positive,Win,0
617,1.155495,Positive,Loss,1
618,1.151013,Positive,Loss,2
619,1.146014,Neutral,Neutral,
620,1.147289,Negative,Win,0
621,1.141683,Neutral,Neutral,
622,1.139809,Negative,Win,0
623,1.139264,Negative,Win,0
624,1.136557,Negative,Loss,1
625,1.136932,Negative,Win,0
626,1.136402,Negative,Loss,1
627,1.138822,Negative,Win,0
628,1.13135,Neutral,Neutral,
629,1.141305,Neutral,Neutral,
630,1.143001,Neutral,Neutral,
631,1.143537,Positive,Win,0
632,1.148765,Positive,Loss,1
633,1.144951,Positive,Win,0
634,1.145528,Neutral,Neutral,
635,1.143628,Positive,Loss,1
636,1.140993,Neutral,Neutral,
637,1.136596,Negative,Win,0
638,1.133877,Negative,Win,0
639,1.132426,Negative,Win,0
640,1.127904,Negative,Loss,1
641,1.133466,Negative,Win,0
642,1.126494,Neutral,Neutral,
643,1.129535,Negative,Loss,1
644,1.129803,Neutral,Neutral,
645,1.131196,Positive,Win,0
646,1.134301,Positive,Win,0
647,1.134636,Positive,Loss,1
648,1.134301,Positive,Loss,2
649,1.134224,Positive,Win,0
650,1.136751,Neutral,Neutral,
651,1.139315,Neutral,Neutral,
652,1.138019,Neutral,Neutral,
653,1.137346,Neutral,Neutral,
654,1.137592,Neutral,Neutral,
655,1.133735,Neutral,Neutral,
656,1.13071,Negative,Loss,1
657,1.131401,Negative,Win,0
658,1.119833,Neutral,Neutral,
659,1.123242,Negative,Loss,1
660,1.125923,Neutral,Neutral,
661,1.128745,Neutral,Neutral,
662,1.133106,Positive,Loss,2
663,1.130838,Positive,Win,0
664,1.131977,Positive,Win,0
665,1.13362,Positive,Win,0
666,1.135486,Positive,Win,0
667,1.142792,Positive,Loss,1
668,1.137501,Positive,Loss,2
669,1.129586,Positive,Win,0
670,1.13158,Neutral,Neutral,
671,1.127485,Neutral,Neutral,
672,1.125176,Negative,Win,0
673,1.123002,Negative,Win,0
674,1.122385,Negative,Win,0
675,1.120574,Negative,Win,0
676,1.120385,Negative,Loss,1
677,1.124695,Negative,Win,0
678,1.122586,Neutral,Neutral,
679,1.121957,Neutral,Neutral,
680,1.125644,Neutral,Neutral,
681,1.126697,Neutral,Neutral,
682,1.12765,Neutral,Neutral,
683,1.126075,Positive,Win,0
684,1.130506,Neutral,Neutral,
685,1.130493,Positive,Loss,1
686,1.128503,Neutral,Neutral,
687,1.129714,Neutral,Neutral,
688,1.123595,Neutral,Neutral,
689,1.124455,Negative,Loss,2
690,1.125898,Neutral,Neutral,
691,1.122435,Neutral,Neutral,
692,1.115349,Neutral,Neutral,
693,1.113685,Neutral,Neutral,
694,1.115026,Negative,Loss,3
695,1.118518,Negative,Loss,4
696,1.121604,Neutral,Neutral,
697,1.120084,Positive,Loss,5
698,1.117356,Positive,Win,0
699,1.118581,Neutral,Neutral,
700,1.120185,Neutral,Neutral,
701,1.119107,Neutral,Neutral,
702,1.119833,Neutral,Neutral,
703,1.122208,Positive,Win,0
704,1.123646,Positive,Loss,1
705,1.123255,Positive,Loss,2
706,1.120448,Positive,Win,0
707,1.120724,Neutral,Neutral,
708,1.117356,Neutral,Neutral,
709,1.116532,Negative,Loss,1
710,1.116857,Negative,Loss,2
711,NaN,Neutral,Neutral,
712,1.115548,Neutral,Neutral,
713,1.118456,Neutral,Neutral,
714,1.120963,Neutral,Neutral,
715,1.119382,Neutral,Neutral,
716,1.117069,Neutral,Neutral,
717,1.113735,Neutral,Neutral,
718,1.113115,Negative,Loss,3
719,1.117406,Negative,Loss,4
720,1.124632,Neutral,Neutral,
721,1.125404,Neutral,Neutral,
722,1.122902,Positive,Win,0
723,1.12765,Positive,Win,0
724,1.132016,Positive,Loss,1
725,1.131811,Positive,Win,0
726,1.132952,Neutral,Neutral,
727,1.129561,Positive,Loss,1
728,1.128044,Neutral,Neutral,
729,1.121705,Negative,Loss,2
730,1.12246,Negative,Win,0
731,1.119821,Negative,Loss,1
732,1.123848,Negative,Loss,2
733,1.129561,Neutral,Neutral,
734,1.138472,Positive,Win,0
735,1.14003,Positive,Loss,1
736,1.136997,Positive,Win,0
737,1.137475,Positive,Loss,1
738,1.137294,Positive,Loss,2
739,1.136493,Neutral,Neutral,
740,1.128745,Negative,Loss,3
741,1.129305,Negative,Win,0
742,1.128796,Negative,Win,0
743,1.128579,Negative,Win,0
744,1.122738,Negative,Win,0
745,1.121604,Negative,Win,0
746,1.120825,Negative,Loss,1
747,1.125885,Negative,Win,0
748,1.125239,Neutral,Neutral,
749,1.127205,Neutral,Neutral,
750,1.126177,Neutral,Neutral,
751,1.121227,Neutral,Neutral,
752,1.122965,Negative,Loss,1
753,1.126152,Neutral,Neutral,
754,1.121831,Neutral,Neutral,
755,1.120611,Neutral,Neutral,
756,1.115126,Neutral,Neutral,
757,1.114243,Negative,Loss,2
758,1.114616,Negative,Win,0
759,1.113214,Negative,Loss,1
760,1.114305,Negative,Loss,2
761,1.115797,Neutral,Neutral,
762,1.107175,Positive,Win,0
763,1.107886,Neutral,Neutral,
764,1.110803,Neutral,Neutral,
765,1.124379,Neutral,Neutral,
766,1.120699,Positive,Loss,1
767,1.120436,Positive,Loss,2
768,1.118718,Neutral,Neutral,
769,1.12085,Neutral,Neutral,
770,1.121831,Negative,Win,0
771,1.117706,Neutral,Neutral,
772,1.11433,Neutral,Neutral,
773,1.111358,Neutral,Neutral,
774,1.109385,Negative,Win,0
775,1.108316,Negative,Loss,1
776,1.109779,Negative,Win,0
777,1.109078,Negative,Win,0
778,1.108402,Negative,Loss,1
779,1.114305,Negative,Win,0
780,1.110371,Neutral,Neutral,
781,1.109004,Neutral,Neutral,
782,1.108586,Negative,Win,0
783,1.106195,Negative,Win,0
784,1.099179,Negative,Win,0
785,1.096852,Negative,Loss,1
786,1.097454,Negative,Loss,2
787,1.103497,Negative,Loss,3
788,1.103631,Neutral,Neutral,
789,1.102062,Positive,Win,0
790,1.104838,Positive,Win,0
791,1.105033,Positive,Loss,1
792,1.101346,Positive,Win,0
793,1.105828,Neutral,Neutral,
794,1.10834,Positive,Loss,1
795,1.100594,Positive,Win,0
796,1.107469,Neutral,Neutral,
797,1.103144,Positive,Win,0
798,1.10485,Neutral,Neutral,
799,1.101904,Neutral,Neutral,
800,1.099372,Neutral,Neutral,
801,1.101686,Negative,Win,0
802,1.09529,Neutral,Neutral,
803,1.092275,Negative,Loss,1
804,1.094271,Negative,Win,0
805,1.089966,Neutral,Neutral,
806,1.093494,Negative,Loss,1
807,1.096371,Neutral,Neutral,
808,1.097538,Positive,Win,0
809,1.09866,Positive,Loss,1
810,1.097213,Positive,Loss,2
811,1.096011,Positive,Win,0
812,1.09878,Neutral,Neutral,
813,1.101103,Neutral,Neutral,
814,1.103,Neutral,Neutral,
815,1.102901,Positive,Win,0
816,1.103473,Positive,Win,0
817,1.107493,Positive,Win,0
818,1.112718,Positive,Win,0
819,1.115573,Positive,Loss,1
820,1.115175,Positive,Loss,2
821,1.112929,Positive,Win,0
822,1.113239,Neutral,Neutral,
823,1.110396,Neutral,Neutral,
824,1.108426,Negative,Loss,1
825,1.109915,Negative,Loss,2
826,1.111482,Neutral,Neutral,
827,1.115449,Neutral,Neutral,
828,1.11571,Positive,Win,0
829,1.116657,Positive,Loss,1
830,1.112855,Positive,Loss,2
831,1.10742,Neutral,Neutral,
832,1.10704,Neutral,Neutral,
833,1.10197,Negative,Loss,3
834,1.102244,Negative,Loss,4
835,1.103546,Negative,Win,0
836,1.101237,Neutral,Neutral,
837,1.101322,Neutral,Neutral,
838,1.10205,Neutral,Neutral,
839,1.10551,Neutral,Neutral,
840,1.107236,Positive,Win,0
841,1.108,Positive,Loss,1
842,1.107886,Positive,Loss,2
843,1.106586,Positive,Loss,3
844,1.102256,Neutral,Neutral,
845,1.101443,Negative,Loss,4
846,1.102256,Negative,Win,0
847,1.100485,Negative,Loss,1
848,1.101176,Negative,Loss,2
849,1.101904,Neutral,Neutral,
850,1.107911,Positive,Win,0
851,1.108525,Positive,Loss,1
852,1.108303,Positive,Win,0
853,1.110543,Positive,Loss,1
854,1.105889,Positive,Win,0
855,1.106499,Neutral,Neutral,
856,1.109275,Neutral,Neutral,
857,1.113586,Neutral,Neutral,
858,1.118606,Positive,Loss,1
859,1.112446,Positive,Win,0
860,1.113697,Neutral,Neutral,
861,1.115138,Neutral,Neutral,
862,1.111593,Neutral,Neutral,
863,1.112595,Neutral,Neutral,
864,1.107984,Neutral,Neutral,
865,1.109385,Neutral,Neutral,
