date,price,sma,trend,risk,balance
2013-10-26 00:00:00 UTC,178.96,190.094,bearish,20,-7.5
2013-10-27 00:00:00 UTC,189.83,189.37,bullish,20,10.5
2013-10-28 00:00:00 UTC,198.55,187.724,bullish,20,28.5
2013-10-29 00:00:00 UTC,204.39,188.842,bullish,20,46.5
2013-10-30 00:00:00 UTC,204.2,195.186,bullish,20,26.5
2013-10-31 00:00:00 UTC,203.88,200.17,bullish,20,6.5
2013-11-01 00:00:00 UTC,205.26,203.256,bullish,20,24.5
2013-11-02 00:00:00 UTC,206.89,204.924,bullish,20,42.5
2013-11-03 00:00:00 UTC,212.45,206.536,bullish,20,60.5
2013-11-04 00:00:00 UTC,226.28,210.952,bullish,20,78.5
2013-11-05 00:00:00 UTC,230.63,216.302,bullish,20,96.5
2013-11-06 00:00:00 UTC,260.85,227.42,bullish,20,114.5
2013-11-07 00:00:00 UTC,295.63,245.168,bullish,20,132.5
2013-11-08 00:00:00 UTC,332.02,269.082,bullish,20,150.5
2013-11-09 00:00:00 UTC,358,295.426,bullish,20,168.5
2013-11-10 00:00:00 UTC,313,311.9,bullish,20,148.5
2013-11-11 00:00:00 UTC,340.55,327.84,bullish,20,166.5
2013-11-12 00:00:00 UTC,355.48,339.81,bullish,20,184.5
2013-11-13 00:00:00 UTC,404.17,354.24,bullish,20,202.5
2013-11-14 00:00:00 UTC,408.84,364.408,bullish,20,220.5
2013-11-15 00:00:00 UTC,424.16,386.64,bullish,20,238.5
2013-11-16 00:00:00 UTC,437.41,406.012,bullish,20,256.5
2013-11-17 00:00:00 UTC,488.36,432.588,bullish,20,274.5
2013-11-18 00:00:00 UTC,580.87,467.928,bullish,20,292.5
2013-11-19 00:00:00 UTC,614.4,509.04,bullish,20,310.5
2013-11-20 00:00:00 UTC,565.34,537.276,bullish,20,290.5
2013-11-21 00:00:00 UTC,675.06,584.806,bullish,20,308.5
2013-11-22 00:00:00 UTC,731.15,633.364,bullish,20,326.5
2013-11-23 00:00:00 UTC,819.31,681.052,bullish,20,344.5
2013-11-24 00:00:00 UTC,764.43,711.058,bullish,20,324.5
2013-11-25 00:00:00 UTC,793.07,756.604,bullish,20,342.5
2013-11-26 00:00:00 UTC,832.93,788.178,bullish,20,360.5
2013-11-27 00:00:00 UTC,914.13,824.774,bullish,20,378.5
2013-11-28 00:00:00 UTC,979.08,856.728,bullish,20,396.5
2013-11-29 00:00:00 UTC,1101.83,924.208,bullish,20,414.5
2013-11-30 00:00:00 UTC,1127.45,991.084,bullish,20,432.5
2013-12-01 00:00:00 UTC,1033.39,1031.176,bullish,20,412.5
2013-12-02 00:00:00 UTC,974.03,1043.156,bearish,20,430.5
2013-12-03 00:00:00 UTC,1078.64,1063.068,bullish,20,448.5
2013-12-04 00:00:00 UTC,1121.48,1066.998,bullish,20,466.5
2013-12-05 00:00:00 UTC,989.04,1039.316,bearish,20,484.5
2013-12-06 00:00:00 UTC,1019.66,1036.57,bearish,20,464.5
2013-12-07 00:00:00 UTC,811.98,1004.16,bearish,20,482.5
2013-12-08 00:00:00 UTC,743.11,937.054,bearish,20,500.5
2013-12-09 00:00:00 UTC,897.89,892.336,bullish,20,518.5
2013-12-10 00:00:00 UTC,927.78,880.084,bullish,20,536.5
2013-12-11 00:00:00 UTC,887.08,853.568,bullish,20,516.5
2013-12-12 00:00:00 UTC,878.17,866.806,bullish,20,496.5
2013-12-13 00:00:00 UTC,897.27,897.638,bearish,20,476.5
2013-12-14 00:00:00 UTC,866.99,891.458,bearish,20,494.5
2013-12-15 00:00:00 UTC,854.62,876.826,bearish,20,512.5
2013-12-16 00:00:00 UTC,789.15,857.24,bearish,20,530.5
2013-12-17 00:00:00 UTC,691.65,819.936,bearish,20,548.5
2013-12-18 00:00:00 UTC,559.36,752.354,bearish,20,566.5
2013-12-19 00:00:00 UTC,677.84,714.524,bearish,20,546.5
2013-12-20 00:00:00 UTC,694.25,682.45,bullish,20,564.5
2013-12-21 00:00:00 UTC,596.12,643.844,bearish,20,582.5
2013-12-22 00:00:00 UTC,650.27,635.568,bullish,20,600.5
2013-12-23 00:00:00 UTC,645.75,652.846,bearish,20,618.5
2013-12-24 00:00:00 UTC,659.94,649.266,bullish,20,636.5
2013-12-25 00:00:00 UTC,668.74,644.164,bullish,20,654.5
2013-12-26 00:00:00 UTC,734.59,671.858,bullish,20,672.5
2013-12-27 00:00:00 UTC,734.27,688.658,bullish,20,652.5
2013-12-28 00:00:00 UTC,738.81,707.27,bullish,20,670.5
2013-12-29 00:00:00 UTC,726.47,720.576,bullish,20,650.5
2013-12-30 00:00:00 UTC,760.52,738.932,bullish,20,668.5
2013-12-31 00:00:00 UTC,755.16,743.046,bullish,20,648.5
2014-01-01 00:00:00 UTC,767.74,749.74,bullish,20,666.5
2014-01-02 00:00:00 UTC,772.53,756.484,bullish,20,684.5
2014-01-03 00:00:00 UTC,825.47,776.284,bullish,20,702.5
2014-01-04 00:00:00 UTC,849.14,794.008,bullish,20,720.5
2014-01-05 00:00:00 UTC,919.41,826.858,bullish,20,738.5
2014-01-06 00:00:00 UTC,936.38,860.586,bullish,20,756.5
2014-01-07 00:00:00 UTC,826.5,871.38,bearish,20,774.5
2014-01-08 00:00:00 UTC,838.32,873.95,bearish,20,754.5
2014-01-09 00:00:00 UTC,853.29,874.78,bearish,20,734.5
2014-01-10 00:00:00 UTC,863.3,863.558,bearish,20,714.5
2014-01-11 00:00:00 UTC,905.72,857.426,bullish,20,732.5
2014-01-12 00:00:00 UTC,867.45,865.616,bullish,20,712.5
2014-01-13 00:00:00 UTC,840.96,866.144,bearish,20,730.5
2014-01-14 00:00:00 UTC,838.05,863.096,bearish,20,748.5
2014-01-15 00:00:00 UTC,860.44,862.524,bearish,20,728.5
2014-01-16 00:00:00 UTC,837.98,848.976,bearish,20,746.5
2014-01-17 00:00:00 UTC,812.9,838.066,bearish,20,764.5
2014-01-18 00:00:00 UTC,840,837.874,bullish,20,782.5
2014-01-19 00:00:00 UTC,838.17,837.898,bullish,20,762.5
2014-01-20 00:00:00 UTC,869.15,839.64,bullish,20,780.5
2014-01-21 00:00:00 UTC,869.57,845.958,bullish,20,798.5
2014-01-22 00:00:00 UTC,865.03,856.384,bullish,20,778.5
2014-01-23 00:00:00 UTC,846.97,857.778,bearish,20,796.5
2014-01-24 00:00:00 UTC,808.32,851.808,bearish,20,814.5
2014-01-25 00:00:00 UTC,804.39,838.856,bearish,20,832.5
2014-01-26 00:00:00 UTC,853.51,835.644,bullish,20,850.5
2014-01-27 00:00:00 UTC,891.86,841.01,bullish,20,868.5
2014-01-28 00:00:00 UTC,777,827.016,bearish,20,886.5
2014-01-29 00:00:00 UTC,816.85,828.722,bearish,20,866.5
2014-01-30 00:00:00 UTC,817.17,831.278,bearish,20,846.5
2014-01-31 00:00:00 UTC,817.93,824.162,bearish,20,826.5
2014-02-01 00:00:00 UTC,832.52,812.294,bullish,20,844.5
2014-02-02 00:00:00 UTC,836.41,824.176,bullish,20,862.5
2014-02-03 00:00:00 UTC,813.38,823.482,bearish,20,880.5
2014-02-04 00:00:00 UTC,832.36,826.52,bullish,20,898.5
2014-02-05 00:00:00 UTC,830.92,829.118,bullish,20,878.5
2014-02-06 00:00:00 UTC,805.08,823.63,bearish,20,896.5
2014-02-07 00:00:00 UTC,721.32,800.612,bearish,20,914.5
2014-02-08 00:00:00 UTC,701.61,778.258,bearish,20,932.5
2014-02-09 00:00:00 UTC,672.07,746.2,bearish,20,950.5
2014-02-10 00:00:00 UTC,689.65,717.946,bearish,20,930.5
2014-02-11 00:00:00 UTC,697.76,696.482,bullish,20,948.5
2014-02-12 00:00:00 UTC,655.26,683.27,bearish,20,966.5
2014-02-13 00:00:00 UTC,651.91,673.33,bearish,20,984.5
2014-02-14 00:00:00 UTC,623.57,663.63,bearish,20,1002.5
2014-02-15 00:00:00 UTC,644.1,654.52,bearish,20,982.5
2014-02-16 00:00:00 UTC,613.85,637.738,bearish,20,1000.5
2014-02-17 00:00:00 UTC,645.14,635.714,bullish,20,1018.5
2014-02-18 00:00:00 UTC,625.01,630.334,bearish,20,1036.5
2014-02-19 00:00:00 UTC,620.99,629.818,bearish,20,1054.5
2014-02-20 00:00:00 UTC,593.89,619.776,bearish,20,1072.5
2014-02-21 00:00:00 UTC,582.75,613.556,bearish,20,1090.5
2014-02-22 00:00:00 UTC,571.06,598.74,bearish,20,1108.5
2014-02-23 00:00:00 UTC,622.97,598.332,bullish,20,1126.5
2014-02-24 00:00:00 UTC,572.39,588.612,bearish,20,1144.5
2014-02-25 00:00:00 UTC,489.31,567.696,bearish,20,1162.5
2014-02-26 00:00:00 UTC,567.25,564.596,bullish,20,1180.5
2014-02-27 00:00:00 UTC,586.28,567.64,bullish,20,1198.5
2014-02-28 00:00:00 UTC,567.2,556.486,bullish,20,1178.5
2014-03-01 00:00:00 UTC,560.11,554.03,bullish,20,1158.5
2014-03-02 00:00:00 UTC,561.35,568.438,bearish,20,1138.5
2014-03-03 00:00:00 UTC,585.79,572.146,bullish,20,1156.5
2014-03-04 00:00:00 UTC,675,589.89,bullish,20,1174.5
2014-03-05 00:00:00 UTC,658.24,608.098,bullish,20,1154.5
2014-03-06 00:00:00 UTC,654.55,626.986,bullish,20,1134.5
2014-03-07 00:00:00 UTC,617.62,638.24,bearish,20,1152.5
2014-03-08 00:00:00 UTC,610.37,643.156,bearish,20,1170.5
2014-03-09 00:00:00 UTC,636.17,635.39,bullish,20,1188.5
2014-03-10 00:00:00 UTC,621.17,627.976,bearish,20,1206.5
2014-03-11 00:00:00 UTC,624.23,621.912,bullish,20,1224.5
2014-03-12 00:00:00 UTC,638.07,626.002,bullish,20,1242.5
2014-03-13 00:00:00 UTC,639.03,631.734,bullish,20,1260.5
2014-03-14 00:00:00 UTC,629.67,630.434,bearish,20,1278.5
2014-03-15 00:00:00 UTC,638.07,633.814,bullish,20,1296.5
2014-03-16 00:00:00 UTC,629.55,634.878,bearish,20,1314.5
2014-03-17 00:00:00 UTC,623.705,632.005,bearish,20,1332.5
2014-03-18 00:00:00 UTC,612.622,626.7234,bearish,20,1350.5
2014-03-19 00:00:00 UTC,610.636,622.9166,bearish,20,1368.5
2014-03-20 00:00:00 UTC,592.07,613.7166,bearish,20,1386.5
2014-03-21 00:00:00 UTC,582.303,604.2672,bearish,20,1404.5
2014-03-22 00:00:00 UTC,561.22,591.7702,bearish,20,1422.5
2014-03-23 00:00:00 UTC,567.779,582.8016,bearish,20,1402.5
2014-03-24 00:00:00 UTC,571.418,574.958,bearish,20,1382.5
2014-03-25 00:00:00 UTC,582.55,573.054,bullish,20,1400.5
2014-03-26 00:00:00 UTC,584.442,573.4818,bullish,20,1418.5
2014-03-27 00:00:00 UTC,567.64,574.7658,bearish,20,1436.5
2014-03-28 00:00:00 UTC,503.661,561.9422,bearish,20,1454.5
2014-03-29 00:00:00 UTC,502.302,548.119,bearish,20,1472.5
2014-03-30 00:00:00 UTC,469.938,525.5966,bearish,20,1490.5
2014-03-31 00:00:00 UTC,457.399,500.188,bearish,20,1508.5
2014-04-01 00:00:00 UTC,478.7163,482.40326,bearish,20,1488.5
2014-04-02 00:00:00 UTC,437.515,469.17406,bearish,20,1506.5
2014-04-03 00:00:00 UTC,447.0822,458.1301,bearish,20,1486.5
2014-04-04 00:00:00 UTC,448.8792,453.91834,bearish,20,1466.5
2014-04-05 00:00:00 UTC,464.8259,455.40372,bullish,20,1484.5
2014-04-06 00:00:00 UTC,460.7028,451.80102,bullish,20,1464.5
2014-04-07 00:00:00 UTC,457.792,455.85642,bullish,20,1444.5
2014-04-08 00:00:00 UTC,450.4638,456.53274,bearish,20,1462.5
2014-04-09 00:00:00 UTC,440.1983,454.79656,bearish,20,1480.5
2014-04-10 00:00:00 UTC,360.8407,433.99952,bearish,20,1498.5
2014-04-11 00:00:00 UTC,420.0563,425.87022,bearish,20,1478.5
2014-04-12 00:00:00 UTC,420.66,418.44382,bullish,20,1496.5
2014-04-13 00:00:00 UTC,414.9495,411.34096,bullish,20,1476.5
2014-04-14 00:00:00 UTC,457.6338,414.82806,bullish,20,1494.5
2014-04-15 00:00:00 UTC,520.1233,446.68458,bullish,20,1512.5
2014-04-16 00:00:00 UTC,529.1625,468.50582,bullish,20,1530.5
2014-04-17 00:00:00 UTC,494.4,483.25382,bullish,20,1510.5
2014-04-18 00:00:00 UTC,478.2312,495.91016,bearish,20,1528.5
2014-04-19 00:00:00 UTC,501.5515,504.6937,bearish,20,1508.5
2014-04-20 00:00:00 UTC,497.3177,500.13258,bearish,20,1526.5
2014-04-21 00:00:00 UTC,492.6733,492.83474,bearish,20,1544.5
2014-04-22 00:00:00 UTC,484.8533,490.9254,bearish,20,1562.5
2014-04-23 00:00:00 UTC,487.525,492.78416,bearish,20,1542.5
2014-04-24 00:00:00 UTC,494.2733,491.32852,bullish,20,1560.5
2014-04-25 00:00:00 UTC,458.8067,483.62632,bearish,20,1578.5
2014-04-26 00:00:00 UTC,453.8,475.85166,bearish,20,1596.5
2014-04-27 00:00:00 UTC,437.9216,466.46532,bearish,20,1614.5
2014-04-28 00:00:00 UTC,436.92,456.34432,bearish,20,1632.5
2014-04-29 00:00:00 UTC,443.27,446.14366,bearish,20,1612.5
2014-04-30 00:00:00 UTC,444.9968,443.38168,bullish,20,1630.5
2014-05-01 00:00:00 UTC,455.0913,443.63994,bullish,20,1648.5
2014-05-02 00:00:00 UTC,443.4734,444.7503,bearish,20,1666.5
2014-05-03 00:00:00 UTC,434.0333,444.17296,bearish,20,1684.5
2014-05-04 00:00:00 UTC,433.9432,442.3076,bearish,20,1702.5
2014-05-05 00:00:00 UTC,429.0761,439.12346,bearish,20,1720.5
2014-05-06 00:00:00 UTC,426.7634,433.45788,bearish,20,1738.5
2014-05-07 00:00:00 UTC,439.3,432.6232,bullish,20,1756.5
2014-05-08 00:00:00 UTC,437.3633,433.2892,bullish,20,1736.5
2014-05-09 00:00:00 UTC,447.4933,435.99922,bullish,20,1754.5
2014-05-10 00:00:00 UTC,452.505,440.685,bullish,20,1772.5
2014-05-11 00:00:00 UTC,436.2833,442.58898,bearish,20,1790.5
2014-05-12 00:00:00 UTC,439.19,442.56698,bearish,20,1770.5
2014-05-13 00:00:00 UTC,437.305,442.55532,bearish,20,1788.5
2014-05-14 00:00:00 UTC,444.2467,441.906,bullish,20,1806.5
2014-05-15 00:00:00 UTC,444.25,440.255,bullish,20,1824.5
2014-05-16 00:00:00 UTC,445.165,442.03134,bullish,20,1842.5
2014-05-17 00:00:00 UTC,445.8533,443.364,bullish,20,1860.5
2014-05-18 00:00:00 UTC,444.2133,444.74566,bearish,20,1878.5
2014-05-19 00:00:00 UTC,443.87,444.67032,bearish,20,1896.5
2014-05-20 00:00:00 UTC,483.4167,452.50366,bullish,20,1914.5
2014-05-21 00:00:00 UTC,488.7717,461.225,bullish,20,1932.5
2014-05-22 00:00:00 UTC,522.6083,476.576,bullish,20,1950.5
2014-05-23 00:00:00 UTC,524.475,492.62834,bullish,20,1968.5
2014-05-24 00:00:00 UTC,523.1083,508.476,bullish,20,1948.5
2014-05-25 00:00:00 UTC,569.3767,525.668,bullish,20,1966.5
2014-05-26 00:00:00 UTC,579.6217,543.838,bullish,20,1984.5
2014-05-27 00:00:00 UTC,569.475,553.21134,bullish,20,1964.5
2014-05-28 00:00:00 UTC,571.5533,562.627,bullish,20,1982.5
2014-05-29 00:00:00 UTC,565.26,571.05734,bearish,20,2000.5
2014-05-30 00:00:00 UTC,621.1467,581.41134,bullish,20,2018.5
2014-05-31 00:00:00 UTC,620.5,589.587,bullish,20,1998.5
2014-06-01 00:00:00 UTC,640.1617,603.72434,bullish,20,2016.5
2014-06-02 00:00:00 UTC,656.41,620.69568,bullish,20,2034.5
2014-06-03 00:00:00 UTC,667.3683,641.11734,bullish,20,2052.5
2014-06-04 00:00:00 UTC,641.1833,645.12466,bearish,20,2070.5
2014-06-05 00:00:00 UTC,658.1,652.64466,bullish,20,2088.5
2014-06-06 00:00:00 UTC,648.63,654.33832,bearish,20,2106.5
2014-06-07 00:00:00 UTC,651.7083,653.39798,bearish,20,2086.5
2014-06-08 00:00:00 UTC,649.8983,649.90398,bearish,20,2104.5
2014-06-09 00:00:00 UTC,643.905,650.44832,bearish,20,2122.5
2014-06-10 00:00:00 UTC,649.0567,648.63966,bullish,20,2140.5
2014-06-11 00:00:00 UTC,630.0367,644.921,bearish,20,2158.5
2014-06-12 00:00:00 UTC,567.175,628.01434,bearish,20,2176.5
2014-06-13 00:00:00 UTC,594.6833,616.97134,bearish,20,2156.5
2014-06-14 00:00:00 UTC,570.0033,602.191,bearish,20,2174.5
2014-06-15 00:00:00 UTC,583.41,589.06166,bearish,20,2154.5
2014-06-16 00:00:00 UTC,592.52,581.55832,bullish,20,2172.5
2014-06-17 00:00:00 UTC,607.1583,589.55498,bullish,20,2190.5
2014-06-18 00:00:00 UTC,604.19,591.45632,bullish,20,2170.5
2014-06-19 00:00:00 UTC,593.3883,596.13332,bearish,20,2188.5
2014-06-20 00:00:00 UTC,590.055,597.46232,bearish,20,2206.5
2014-06-21 00:00:00 UTC,591.2567,597.20966,bearish,20,2186.5
2014-06-22 00:00:00 UTC,595.0367,594.78534,bullish,20,2204.5
2014-06-23 00:00:00 UTC,586.1483,591.177,bearish,20,2222.5
2014-06-24 00:00:00 UTC,582.415,588.98234,bearish,20,2240.5
2014-06-25 00:00:00 UTC,561.4717,583.26568,bearish,20,2258.5
2014-06-26 00:00:00 UTC,579.5867,580.93168,bearish,20,2238.5
2014-06-27 00:00:00 UTC,598.2367,581.57168,bullish,20,2256.5
2014-06-28 00:00:00 UTC,594.8717,583.31636,bullish,20,2236.5
2014-06-29 00:00:00 UTC,598.4883,586.53102,bullish,20,2254.5
2014-06-30 00:00:00 UTC,637.755,601.78768,bullish,20,2272.5
2014-07-01 00:00:00 UTC,643.935,614.65734,bullish,20,2290.5
2014-07-02 00:00:00 UTC,648.1075,624.6315,bullish,20,2308.5
2014-07-03 00:00:00 UTC,640.2838,633.71392,bullish,20,2288.5
2014-07-04 00:00:00 UTC,627.1288,639.44202,bearish,20,2306.5
2014-07-05 00:00:00 UTC,627.5813,637.40728,bearish,20,2286.5
2014-07-06 00:00:00 UTC,631.0025,634.82078,bearish,20,2266.5
2014-07-07 00:00:00 UTC,619.495,629.09828,bearish,20,2284.5
2014-07-08 00:00:00 UTC,620.0475,625.05102,bearish,20,2264.5
2014-07-09 00:00:00 UTC,620.16,623.65726,bearish,20,2244.5
2014-07-10 00:00:00 UTC,615.1275,621.1665,bearish,20,2262.5
2014-07-11 00:00:00 UTC,630.835,621.133,bullish,20,2280.5
2014-07-12 00:00:00 UTC,633.638995167974,623.961799033595,bullish,20,2298.5
2014-07-13 00:00:00 UTC,627.462322819335,625.444763597462,bullish,20,2278.5
2014-07-14 00:00:00 UTC,618.205026506479,625.053768898758,bearish,20,2296.5
2014-07-15 00:00:00 UTC,618.9525,625.818768898758,bearish,20,2276.5
2014-07-16 00:00:00 UTC,614.1475,622.481268898758,bearish,20,2294.5
2014-07-17 00:00:00 UTC,622.895,620.332469865163,bullish,20,2312.5
2014-07-18 00:00:00 UTC,627.0188,620.243765301296,bullish,20,2330.5
2014-07-19 00:00:00 UTC,626.1763,621.83802,bullish,20,2310.5
2014-07-20 00:00:00 UTC,620.5138,622.15028,bearish,20,2328.5
2014-07-21 00:00:00 UTC,619.9088,623.30254,bearish,20,2346.5
2014-07-22 00:00:00 UTC,619.0063,622.5248,bearish,20,2364.5
2014-07-23 00:00:00 UTC,617.9425,620.70954,bearish,20,2382.5
2014-07-24 00:00:00 UTC,599.8088,615.43604,bearish,20,2400.5
2014-07-25 00:00:00 UTC,600.0963,611.35254,bearish,20,2380.5
2014-07-26 00:00:00 UTC,593.775,606.12578,bearish,20,2398.5
2014-07-27 00:00:00 UTC,590.3788,600.40028,bearish,20,2416.5
2014-07-28 00:00:00 UTC,585.2788,593.86754,bearish,20,2434.5
2014-07-29 00:00:00 UTC,581.7138,590.24854,bearish,20,2452.5
2014-07-30 00:00:00 UTC,560.7913,582.38754,bearish,20,2470.5
2014-07-31 00:00:00 UTC,583.18210574319,580.268961148638,bullish,20,2488.5
2014-08-01 00:00:00 UTC,593.865527395367,580.966306627711,bullish,20,2506.5
2014-08-02 00:00:00 UTC,588.230699161141,581.55668645994,bullish,20,2486.5
2014-08-03 00:00:00 UTC,585.5731940767,582.32856527528,bullish,20,2466.5
2014-08-04 00:00:00 UTC,586.368685911397,587.444042457559,bearish,20,2446.5
2014-08-05 00:00:00 UTC,582.418626764976,587.291346661916,bearish,20,2464.5
2014-08-06 00:00:00 UTC,583.325,585.183241182843,bearish,20,2444.5
2014-08-07 00:00:00 UTC,587.203159018805,584.977733154376,bullish,20,2462.5
2014-08-08 00:00:00 UTC,590.907270224519,586.04454838394,bullish,20,2480.5
2014-08-09 00:00:00 UTC,588.107855983576,586.392382398375,bullish,20,2460.5
2014-08-10 00:00:00 UTC,588.500482554176,587.608753556215,bullish,20,2478.5
2014-08-11 00:00:00 UTC,573.4063,585.625013556215,bearish,20,2496.5
2014-08-12 00:00:00 UTC,567.402348220821,581.664851396618,bearish,20,2514.5
2014-08-13 00:00:00 UTC,543.6675,572.216897351714,bearish,20,2532.5
2014-08-14 00:00:00 UTC,503.7088,555.337086154999,bearish,20,2550.5
2014-08-15 00:00:00 UTC,492.28449828283,536.09388930073,bearish,20,2568.5
2014-08-16 00:00:00 UTC,521.0463,525.62188930073,bearish,20,2548.5
2014-08-17 00:00:00 UTC,494.7813,511.097679656566,bearish,20,2566.5
2014-08-18 00:00:00 UTC,459.8863,494.341439656566,bearish,20,2584.5
2014-08-19 00:00:00 UTC,484.155,490.430679656566,bearish,20,2564.5
2014-08-20 00:00:00 UTC,514.1863,494.81104,bullish,20,2582.5
2014-08-21 00:00:00 UTC,515.605,493.72278,bullish,20,2600.5
2014-08-22 00:00:00 UTC,515.8263,497.93178,bullish,20,2618.5
2014-08-23 00:00:00 UTC,496.5688,505.26828,bearish,20,2636.5
2014-08-24 00:00:00 UTC,508.1138,510.06004,bearish,20,2616.5
2014-08-25 00:00:00 UTC,500.3863,507.30004,bearish,20,2634.5
2014-08-26 00:00:00 UTC,510.6388,506.3068,bullish,20,2652.5
2014-08-27 00:00:00 UTC,510.4463,505.2308,bullish,20,2632.5
2014-08-28 00:00:00 UTC,506.915,507.30004,bearish,20,2650.5
2014-08-29 00:00:00 UTC,508.0963,507.29654,bullish,20,2668.5
2014-08-30 00:00:00 UTC,501.53,507.52528,bearish,20,2686.5
2014-08-31 00:00:00 UTC,480.0263,501.40278,bearish,20,2704.5
2014-09-01 00:00:00 UTC,475.82,494.47752,bearish,20,2722.5
2014-09-02 00:00:00 UTC,474.6938,488.03328,bearish,20,2740.5
2014-09-03 00:00:00 UTC,474.7263,481.35928,bearish,20,2720.5
2014-09-04 00:00:00 UTC,489.5475,478.96278,bullish,20,2738.5
2014-09-05 00:00:00 UTC,480.2425,479.00602,bullish,20,2718.5
2014-09-06 00:00:00 UTC,482.3588,480.31378,bullish,20,2736.5
2014-09-07 00:00:00 UTC,480.6025,481.49552,bearish,20,2754.5
2014-09-08 00:00:00 UTC,471.125,480.77526,bearish,20,2772.5
2014-09-09 00:00:00 UTC,471.7538,477.21652,bearish,20,2752.5
2014-09-10 00:00:00 UTC,477.1138,476.59078,bullish,20,2770.5
2014-09-11 00:00:00 UTC,476.3775,475.39452,bullish,20,2750.5
2014-09-12 00:00:00 UTC,473.6875,474.01152,bearish,20,2768.5
2014-09-13 00:00:00 UTC,476.0013,474.98678,bullish,20,2786.5
2014-09-14 00:00:00 UTC,474.795,475.59502,bearish,20,2804.5
2014-09-15 00:00:00 UTC,473.0313,474.77852,bearish,20,2822.5
2014-09-16 00:00:00 UTC,462.5925,472.02152,bearish,20,2840.5
2014-09-17 00:00:00 UTC,454.6238,468.20878,bearish,20,2858.5
2014-09-18 00:00:00 UTC,423.565,457.72152,bearish,20,2876.5
2014-09-19 00:00:00 UTC,393.2625,441.41502,bearish,20,2894.5
2014-09-20 00:00:00 UTC,408.5025,428.50926,bearish,20,2874.5
2014-09-21 00:00:00 UTC,396.62,415.31476,bearish,20,2892.5
2014-09-22 00:00:00 UTC,398.3113,404.05226,bearish,20,2872.5
2014-09-23 00:00:00 UTC,433.7513,406.08952,bullish,20,2890.5
2014-09-24 00:00:00 UTC,420.92,411.62102,bullish,20,2870.5
2014-09-25 00:00:00 UTC,407.9775,411.51602,bearish,20,2888.5
2014-09-26 00:00:00 UTC,402.88,412.76802,bearish,20,2906.5
2014-09-27 00:00:00 UTC,398.0075,412.70726,bearish,20,2924.5
2014-09-28 00:00:00 UTC,375.9888,401.15476,bearish,20,2942.5
2014-09-29 00:00:00 UTC,373.0888,391.58852,bearish,20,2960.5
2014-09-30 00:00:00 UTC,387.3513,387.46328,bearish,20,2940.5
2014-10-01 00:00:00 UTC,380.895,383.06628,bearish,20,2958.5
2014-10-02 00:00:00 UTC,371.8413,377.83304,bearish,20,2976.5
2014-10-03 00:00:00 UTC,356.19,373.87328,bearish,20,2994.5
2014-10-04 00:00:00 UTC,327.8813,364.83178,bearish,20,3012.5
2014-10-05 00:00:00 UTC,325.11,352.38352,bearish,20,3030.5
2014-10-06 00:00:00 UTC,328.73,341.95052,bearish,20,3010.5
2014-10-07 00:00:00 UTC,331.7238,333.92702,bearish,20,2990.5
2014-10-08 00:00:00 UTC,353.3901,333.36704,bullish,20,3008.5
2014-10-09 00:00:00 UTC,358.395,339.46978,bullish,20,3026.5
2014-10-10 00:00:00 UTC,357.555,345.95878,bullish,20,3006.5
2014-10-11 00:00:00 UTC,359.515,352.11578,bullish,20,3024.5
2014-10-12 00:00:00 UTC,374.1675,360.60452,bullish,20,3042.5
2014-10-13 00:00:00 UTC,387.0388,367.33426,bullish,20,3060.5
2014-10-14 00:00:00 UTC,398.2888,375.31302,bullish,20,3078.5
2014-10-15 00:00:00 UTC,392.19,382.24002,bullish,20,3058.5
2014-10-16 00:00:00 UTC,379.3913,386.21528,bearish,20,3076.5
2014-10-17 00:00:00 UTC,380.2925,387.44028,bearish,20,3056.5
2014-10-18 00:00:00 UTC,389.1163,387.85578,bullish,20,3074.5
2014-10-19 00:00:00 UTC,386.945,385.58702,bullish,20,3054.5
2014-10-20 00:00:00 UTC,379.77,383.10302,bearish,20,3072.5
2014-10-21 00:00:00 UTC,382.4138,383.70752,bearish,20,3052.5
2014-10-22 00:00:00 UTC,379.4425,383.53752,bearish,20,3070.5
2014-10-23 00:00:00 UTC,356.2,376.95426,bearish,20,3088.5
2014-10-24 00:00:00 UTC,354.3175,370.42876,bearish,20,3106.5
2014-10-25 00:00:00 UTC,347.030494056409,363.880858811282,bearish,20,3124.5
2014-10-26 00:00:00 UTC,350.1888,357.435858811282,bearish,20,3104.5
2014-10-27 00:00:00 UTC,348.29,351.205358811282,bearish,20,3122.5
2014-10-28 00:00:00 UTC,351.5638,350.278118811282,bullish,20,3140.5
2014-10-29 00:00:00 UTC,333.1475,346.044118811282,bearish,20,3158.5
2014-10-30 00:00:00 UTC,343.6675,345.37152,bearish,20,3138.5
2014-10-31 00:00:00 UTC,336.587975805781,342.651355161156,bearish,20,3156.5
2014-11-01 00:00:00 UTC,323.9763,337.788615161156,bearish,20,3174.5
2014-11-02 00:00:00 UTC,323.985,332.272855161156,bearish,20,3154.5
2014-11-03 00:00:00 UTC,323.995,330.442355161156,bearish,20,3134.5
2014-11-04 00:00:00 UTC,328.0083,327.310515161156,bullish,20,3152.5
2014-11-05 00:00:00 UTC,337.5933,327.51158,bullish,20,3170.5
2014-11-06 00:00:00 UTC,347.8183,332.27998,bullish,20,3188.5
2014-11-07 00:00:00 UTC,341.2317,335.72932,bullish,20,3168.5
